"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","NumberOfReferrals","PercentageOfReferrals"
"Q1 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Alcohol","",11,0.211
"Q2 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Alcohol","",13,0.244
"Q3 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Alcohol","",8,0.16
"Q4 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Alcohol","",17,0.339
"Q4 2023/2024","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","All","d",17,0.156
"Q1 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","All","d",18,0.174
"Q2 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","All","d",20,0.189
"Q3 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","All","d",17,0.168
"Q4 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","All","d",21,0.205
"Q4 2023/2024","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Co-dependency","",1,0.072
"Q1 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Co-dependency","",2,0.14
"Q2 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Co-dependency","",3,0.207
"Q3 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Co-dependency","",4,0.293
"Q4 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Co-dependency","",0,0
"Q4 2023/2024","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Drug","",4,0.1
"Q1 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Drug","",5,0.136
"Q2 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Drug","",4,0.105
"Q3 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Drug","",5,0.134
"Q4 2024/2025","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Drug","",4,0.104
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Alcohol","",389,7
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Alcohol","",2,3.704
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Alcohol","",357,6.838
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Alcohol","",2,3.571
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Alcohol","",343,6.436
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Alcohol","",1,2.326
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Alcohol","",319,6.392
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Alcohol","",5,10.204
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Alcohol","",383,7.642
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Alcohol","",8,21.053
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","All","d",733,6.709
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","All","d",74,8.123
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","All","d",672,6.497
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","All","d",96,8.579
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","All","d",687,6.483
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","All","d",82,8.087
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","All","d",569,5.638
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","All","d",82,9.458
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","All","d",695,6.792
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","All","d",74,9.379
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Co-dependency","",62,4.493
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Co-dependency","",1,0.769
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Co-dependency","",68,4.749
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Co-dependency","",5,2.994
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Co-dependency","",80,5.521
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Co-dependency","",1,0.69
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Co-dependency","",51,3.731
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Co-dependency","",1,0.847
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Co-dependency","",41,2.98
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Co-dependency","",3,2.459
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Drug","",282,7.069
"Q4 2023/2024","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Drug","",71,9.766
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Drug","",247,6.694
"Q1 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Drug","",89,9.933
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Drug","",264,6.913
"Q2 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Drug","",80,9.685
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Drug","",199,5.329
"Q3 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Drug","",76,10.857
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Community-based service","","Drug","",271,7.048
"Q4 2024/2025","S08000030","","NHS Tayside","","All NHS Tayside ADPs","d","Prison-based service","","Drug","",63,10.016
"Q4 2023/2024","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Alcohol","",41,0.738
"Q1 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Alcohol","",40,0.766
"Q2 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Alcohol","",54,1.013
"Q3 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Alcohol","",39,0.781
"Q4 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Alcohol","",37,0.738
"Q4 2023/2024","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","All","d",58,0.531
"Q1 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","All","d",55,0.532
"Q2 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","All","d",63,0.595
"Q3 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","All","d",43,0.426
"Q4 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","All","d",55,0.537
"Q4 2023/2024","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Co-dependency","",8,0.58
"Q1 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Co-dependency","",10,0.698
"Q2 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Co-dependency","",3,0.207
"Q3 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Co-dependency","",3,0.219
"Q4 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Co-dependency","",7,0.509
"Q4 2023/2024","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Drug","",9,0.226
"Q1 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Drug","",5,0.136
"Q2 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Drug","",6,0.157
"Q3 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Drug","",1,0.027
"Q4 2024/2025","S08000028","","NHS Western Isles","","All NHS Western Isles ADPs","d","Community-based service","","Drug","",11,0.286
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Alcohol","",5557,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Alcohol","",635,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Alcohol","",54,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Alcohol","",5221,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Alcohol","",643,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Alcohol","",56,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Alcohol","",5329,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Alcohol","",701,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Alcohol","",43,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Alcohol","",4991,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Alcohol","",499,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Alcohol","",49,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Alcohol","",5012,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Alcohol","",453,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Alcohol","",38,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","All","d",10926,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","All","d",947,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","All","d",911,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","All","d",10343,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","All","d",897,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","All","d",1119,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","All","d",10597,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","All","d",964,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","All","d",1014,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","All","d",10092,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","All","d",687,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","All","d",867,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","All","d",10233,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","All","d",622,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","All","d",789,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Co-dependency","",1380,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Co-dependency","",158,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Co-dependency","",130,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Co-dependency","",1432,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Co-dependency","",119,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Co-dependency","",167,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Co-dependency","",1449,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Co-dependency","",150,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Co-dependency","",145,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Co-dependency","",1367,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Co-dependency","",86,100
"Q3 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Co-dependency","",118,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Co-dependency","",1376,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Co-dependency","",79,100
"Q4 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Co-dependency","",122,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Drug","",3989,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Drug","",154,100
"Q4 2023/2024","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Drug","",727,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Drug","",3690,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Drug","",135,100
"Q1 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Drug","",896,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Community-based service","","Drug","",3819,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Hospital-based service","","Drug","",113,100
"Q2 2024/2025","S92000003","d","NHSScotland","d","All NHS Scotland ADPs","d","Prison-based service","","Drug","",826,100
